160,70.72029688,0.00923043
160,86.58709723,0.012430882
160,96.59360351,0.013858702
160,111.3394788,0.015268746
160,133.1379932,0.019954319
160,145.5280828,0.02240817
160,144.750151,0.020228152
160,171.0906187,0.02581468
160,185.4129478,0.028842153
180,64.55932289,0.010561295
180,82.23337937,0.013967146
180,91.88676225,0.016022376
180,104.4832932,0.017164944
180,127.5126437,0.02247068
180,140.4434148,0.025364084
180,137.5582671,0.022511607
180,164.5405891,0.029149614
180,179.3409122,0.032853414
200,59.89537677,0.011628363
200,77.74518042,0.015644531
200,87.86494835,0.017995443
200,98.21543698,0.018995511
200,121.4310263,0.025359193
200,135.3307077,0.028520888
200,131.3326243,0.024586859
200,158.0153466,0.032673312
200,173.7385208,0.03678599
220,55.61835096,0.012652038
220,73.67794039,0.017246725
220,84.32328617,0.019827793
220,92.38047717,0.020782991
220,116.4415181,0.027859384
220,130.5035904,0.031671234
220,124.715997,0.026892724
220,151.1098464,0.036621267
220,168.0556647,0.04100211
240,52.64451335,0.013389252
240,69.66586107,0.018903699
240,80.56054305,0.021871834
240,87.9975414,0.022178512
240,111.4195922,0.03049449
240,125.9386293,0.034802286
240,118.9119599,0.029000485
240,146.8263842,0.039183298
240,163.4153879,0.044614339
260,49.69894959,0.014140035
260,67.44113138,0.019855255
260,78.61516919,0.022967938
260,84.0120352,0.023486854
260,108.3917056,0.032140815
260,122.7450571,0.037080444
260,113.898405,0.030885185
260,139.8375554,0.043549416
260,158.8265032,0.048336508
280,47.02978584,0.014838054
280,64.56112771,0.021121785
280,75.7129352,0.024652988
280,80.1742729,0.024782128
280,102.0774704,0.035713229
280,119.0274292,0.039823409
280,110.037394,0.032377058
280,137.3345579,0.045169186
280,155.1166138,0.051454705
300,46.73190478,0.014916997
300,64.30115609,0.021238038
300,75.27134043,0.024914607
300,78.63327805,0.025312008
300,101.5068072,0.036045368
300,117.7657178,0.040776577
300,105.8288137,0.034043311
300,134.9445462,0.046743443
300,152.1410713,0.054026107
